id,contract_type,name,office_latitude,office_longitude,category_name
103,TEMPORARY,[Sephora SA] CDD Responsable Category Management eCommerce Europe,48.8661039,2.305791,Marketing / Communication
104,FULL_TIME,[Hublot] Digital project coordinator,46.3992205,6.2158316,Marketing / Communication
105,INTERNSHIP,[TAG Heuer HQ] Stagiaire  Marketing Brand Heritage (H/F) – 6 mois,47.0883825,6.8113984,Marketing / Communication
106,FULL_TIME,[Parfums Christian Dior UK] CRM Manager,51.5157508,-0.1391312,Marketing / Communication
107,INTERNSHIP,[Moët Hennessy Champagne Services] Stagiaire Assistant(e) Marketing Moët et Chandon,48.8662221,2.3054415,Marketing / Communication
108,FULL_TIME,[Sephora SA] CDI Chef de Groupe Marketing Développement (H/F),48.88299620000001,2.2685473,Marketing / Communication
109,FULL_TIME,International Marketing & Communication Manager B2B - Paris ou Londres,48.865123600000004,2.3343463,Marketing / Communication
110,TEMPORARY,[Fendi North America] Marketing & Events Specialist (Temp),40.762716,-73.97235500000001,Marketing / Communication
111,FULL_TIME,[Fresh Hong-Kong] Assistant Operational Marketing Manager,48.8661039,2.305791,Marketing / Communication
112,FULL_TIME,[Loewe SA] Junior Content and Social Designer,48.8661039,2.305791,Marketing / Communication
113,INTERNSHIP,[Berluti] Stage - Assistant(e) E-Commerce & Marketing Digital,48.8661039,2.305791,Marketing / Communication
114,FULL_TIME,[Loewe SA] Content Producer,48.8661039,2.305791,Marketing / Communication
115,INTERNSHIP,Content Manager ,48.8665766,2.3345591,Marketing / Communication
116,FULL_TIME,[TAG Heuer] Sport- und Eventmarketing Manager (m/w),48.8661039,2.305791,Marketing / Communication
117,APPRENTICESHIP,[Louis Vuitton Malletier] Alternance – Assistant(e) Business Planning Maroquinerie,48.8661039,2.305791,Marketing / Communication
118,FULL_TIME,[Sephora SA] CDI - Chef de projets Optimisations H/F,48.8661039,2.305791,Marketing / Communication
119,FULL_TIME,[Parfums Christian Dior France] Chef de Projet Marketing Business Développement (H/F),48.875892799999995,2.3007863,Marketing / Communication
120,TEMPORARY,[Bulgari Horlogerie S.A.] Product Marketing Specialist Watch – 1 year,47.0037929,6.9603927,Marketing / Communication
121,APPRENTICESHIP,[Sephora SA] Alternance - Assistant animations Web (F/H),48.8661039,2.305791,Marketing / Communication
122,APPRENTICESHIP,[Sephora SA] Assistant(e) Chef de projets Marketing Opérationnel International - Marque propre Sephora,48.8661039,2.305791,Marketing / Communication
123,FULL_TIME,[Hublot] Social Media Coordinator,46.3992205,6.2158316,Marketing / Communication
124,FULL_TIME,[Acqua Di Parma] International Trade Marketing Officer,45.469250200000005,9.1946719,Marketing / Communication
125,FULL_TIME,"[Moët Hennessy Diageo Malaysia] Senior Brand Manager - Premium Brands JW Red to Gold Label, Smirnoff, Baileys, Gordon & etc)",48.8661039,2.305791,Marketing / Communication
126,FULL_TIME,[Sephora SA] Chef de Projet Services Beauté EME,48.8661039,2.305791,Marketing / Communication
127,INTERNSHIP,[Louis Vuitton Malletier] Stage - Assistant(e) Chef de Projet Maroquinerie,48.8661039,2.305791,Marketing / Communication
128,INTERNSHIP,[Sephora SA] Stage - Assistant(e) Retail Marketing Marques,48.8661039,2.305791,Marketing / Communication
129,INTERNSHIP,[Christian Dior Couture] Stage événementiel / traitement clients - exposition Dior 70 ans,48.8661039,2.305791,Marketing / Communication
130,INTERNSHIP,[Make Up For Ever] Assistant(e) Education et Expérience Client H/F,48.8661039,2.305791,Marketing / Communication
131,INTERNSHIP,[TAG Heuer] Stagiaire Marketing Opérationnel,48.872162700000004,2.3019902,Marketing / Communication
132,VIE,[Belvedere USA] VIE Marketing - Belvedere Vodka,40.7520379,-73.8823316,Marketing / Communication
133,INTERNSHIP,[Zenith International] Stage Marketing and Sales Coordinator,48.8661039,2.305791,Marketing / Communication
134,INTERNSHIP,[Le Bon Marché] Stage Assistant(e) Marketing Opérationnel Accessoires F/H,48.8661039,2.305791,Marketing / Communication
135,INTERNSHIP,[Chaumet International SA] Assistant(e) Chef de Produit Joaillerie,48.8666956,2.3305235,Marketing / Communication
136,VIE,[Moët Hennessy Europe Headquarters] Marketing Assitant [VIE],51.4975114,-0.14740620000000001,Marketing / Communication
137,FULL_TIME,[Fendi Korea] CRM Manager,48.8661039,2.305791,Marketing / Communication
138,INTERNSHIP,[Christian Dior Couture] Stage - Assistant Commercial - Baby Dior (H/F),48.8664383,2.3068732999999995,Marketing / Communication
139,INTERNSHIP,[Parfums Christian Dior Netherlands] Trade Marketing stagiair (Rotterdam),51.9138741,4.5471617,Marketing / Communication
140,INTERNSHIP,[Parfums Christian Dior Austria] Training Assistant 40%,48.209131,16.367906,Marketing / Communication
141,APPRENTICESHIP,[Christian Dior Couture] Alternance - Assistant(e) Chef de Produit Souliers (H/F),48.8661039,2.305791,Marketing / Communication
142,TEMPORARY,[LVMH Fragrance Brands] Chef de projet Développement Packaging (F/H),48.8661039,2.305791,Marketing / Communication
143,INTERNSHIP,[BeneFit Cosmetics] Stage Marketing Opérationnel Europe Continentale,48.8661039,2.305791,Marketing / Communication
144,INTERNSHIP,[Louis Vuitton Malletier] Stage – Assistant(e) Sets de Presse PAP Homme,48.8661039,2.305791,Marketing / Communication
145,INTERNSHIP,"[Parfums Christian Dior UAE] Trade Marketing Intern, Dubai",48.8661039,2.305791,Marketing / Communication
146,FULL_TIME,[Moët Hennessy CIS] Brand Manager_Hungry,47.497912,19.040235,Marketing / Communication
147,FULL_TIME,Marketing Project Manager RBX (H/F),48.8882043,2.3765587000000004,Marketing / Communication
148,FULL_TIME,Marketing B2c Junior H/F,48.8749886,2.345589,Marketing / Communication
149,FULL_TIME,[Guerlain USA] VP of Marketing,40.762688,-73.972566,Marketing / Communication
150,FULL_TIME,[LVMH Fragrance Brands] Chef de projet Développement Packaging (F/H),48.8661039,2.305791,Marketing / Communication
151,APPRENTICESHIP,[Celine] Alternance - Assistant(e) E-merchandising (F/H),48.8682291,2.3079072999999997,Marketing / Communication
152,FULL_TIME,Eshop Marketing Manager,48.8802514,2.306333,Marketing / Communication
153,INTERNSHIP,Chef de projet E-commerce et Marketing Digital,48.927339,2.377612,Marketing / Communication
154,FULL_TIME,"Content Marketing Manager, UberEATS - Paris",48.896597799999995,2.3799122,Marketing / Communication
155,APPRENTICESHIP,ALTERNANCE - Assitant(e) Marketing/High Five (H/F),48.8913255,2.3506167999999996,Marketing / Communication
156,FULL_TIME,Responsable Acquisition & Partenariats - Growth Hacker,48.8964425,2.2981272999999995,Marketing / Communication
157,FULL_TIME,Marketing and Demand Creation Specialist M/F,50.842750099999996,4.3515499,Marketing / Communication
158,INTERNSHIP,Marketing & Communication (intern) ⭐,48.8666868,2.3530999,Marketing / Communication
159,FULL_TIME,Stage -  Robotics Product Implementation,48.842161600000004,2.2927665,Marketing / Communication
160,FULL_TIME,Digital Marketing Coordinator (H/F),45.764043,4.835659,Marketing / Communication
161,FULL_TIME,CDI Chef de Mission Agence Digitale 2.0.,48.8730907,2.3176989,Marketing / Communication
162,INTERNSHIP,Assistant Chef de Projet Évenementiel H/F (stage ou alternance),48.8722789,2.3384367000000004,Marketing / Communication
163,FULL_TIME,Trafic manager / Growth hacker,48.8805757,2.337749,Marketing / Communication
164,INTERNSHIP,Stage : Marketing Manager - Incubateur Projets d'innovation (Lean Factory),48.868247100000005,2.3462831000000004,Marketing / Communication
165,INTERNSHIP,Assistant Projet nouveaux secteurs,48.8693441,2.3461078,Marketing / Communication
166,FULL_TIME,Content & Events Marketer,48.8720025,2.3339487,Marketing / Communication
167,FULL_TIME,H/F Chargé d'Opérations Marketing,48.8761509,2.3373772,Marketing / Communication
168,INTERNSHIP,Stage Growth Hacking,48.8981631,2.3780941,Marketing / Communication
169,INTERNSHIP,Stage / Communication - Marketing digital,48.858786200000004,2.3729763999999998,Marketing / Communication
170,FULL_TIME,Chef de projet Partenariats Digitaux (H/F),48.8965814,2.2237665,Marketing / Communication
171,INTERNSHIP,Assistant Web Marketing et Service Client,48.8629597,2.3593942,Marketing / Communication
172,INTERNSHIP,Stage - Chargé de projets Marketing,48.8652369,2.3340243,Marketing / Communication
173,FULL_TIME,Chargé(e) CRM ,48.8964425,2.2981272999999995,Marketing / Communication
174,INTERNSHIP,Chargé/ée de marketing et communication,48.868872499999995,2.352471,Marketing / Communication
175,VIE,VIE – Brand Manager Emma&Chloé US (based in NY),40.7127837,-74.00594129999999,Marketing / Communication
176,INTERNSHIP,Gestionnaire de Campagnes Google/ Facebook - Stage,43.490996,5.3720112,Marketing / Communication
177,INTERNSHIP,Chef de produit junior,48.882268700000004,2.2940423,Marketing / Communication
178,INTERNSHIP,Brand Marketing assistant internship,48.8348228,2.3866822999999995,Marketing / Communication
179,FULL_TIME,[Loro Piana Italy] Marketing Manager Textile,45.7550517,8.266876,Marketing / Communication
180,INTERNSHIP,Assistant(e) Marketing ,45.7735325,4.7971697,Marketing / Communication
181,FULL_TIME,Web Marketing Senior,48.8650848,2.3093622000000003,Marketing / Communication
182,INTERNSHIP,Growth Hacking,48.84161470000001,2.2848738999999996,Marketing / Communication
183,APPRENTICESHIP,APPRENTISSAGE - Assistant Trade Marketing (BtoB) - Innovation & Outils ,48.896133500000005,2.3812061,Marketing / Communication
184,INTERNSHIP,Performance Marketing Intern,48.865145899999995,2.3501932,Marketing / Communication
185,FULL_TIME,Lead Generation Manager CDI H/F,48.8805934,2.3034609,Marketing / Communication
186,INTERNSHIP,Growth & marketing intern (stage),48.874336799999995,2.3533815,Marketing / Communication
187,FULL_TIME,"International Airline Contract Manager (German, Belgium, Swiss, Dutch markets)",43.513442600000005,5.428646400000001,Marketing / Communication
188,FULL_TIME,Commercial / Contract manager Grandes Tables,43.513442600000005,5.428646400000001,Marketing / Communication
189,FULL_TIME,Chargé de fidélisation H/F,48.8726961,2.3482887000000003,Marketing / Communication
190,FULL_TIME,"Consultant Webanalytics, Conversion & Tests AB - 3 ans d'expérience minimum",48.879205799999994,2.2953806,Marketing / Communication
191,INTERNSHIP,Assistant(e) Marketing CRM - STAGE,48.8964425,2.2981272999999995,Marketing / Communication
192,INTERNSHIP,Growth Marketing & Strategic Initiatives - STAGE,48.8964425,2.2981272999999995,Marketing / Communication
193,FULL_TIME,[LVMH Holdings] CHEF DE PROJET (H/F),48.8662221,2.3054415,Marketing / Communication
194,INTERNSHIP,Stage Business Analyst,48.8981631,2.3780941,Marketing / Communication
195,FULL_TIME,Content & Translation Manager (German speaker),48.867721,2.3084527,Marketing / Communication
196,FULL_TIME,Responsable Marketing France,48.8348228,2.3866822999999995,Marketing / Communication
197,INTERNSHIP,Responsable B2C Mariées Annuaire Zankyou FR,40.549076299999996,-3.6891032999999998,Marketing / Communication
198,INTERNSHIP,[Berluti] Stage - Assistant(e) Coordinatrice Matières & Composants,48.8685074,2.3221816000000004,Marketing / Communication
199,FULL_TIME,Responsable Marketing Lead Pro (H-F),48.873012200000005,2.3163443,Marketing / Communication
200,FULL_TIME,Chef de Projet Marketing Acquisition (H-F),48.873012200000005,2.3163443,Marketing / Communication
201,FULL_TIME,Responsable Marketing Evaneos España - ES,41.389788700000004,2.1790990000000003,Marketing / Communication
202,APPRENTICESHIP,[Hennessy] Alternance - Chef de Marque Junior - Paris,48.8662221,2.3054415,Marketing / Communication
203,APPRENTICESHIP,Assistant concepteur rédacteur,50.6967126,3.1694802,Marketing / Communication
204,FULL_TIME,Social Media ADS Manager,48.8912247,2.2781714,Marketing / Communication
205,INTERNSHIP,Assistant(e) Webmarketing H/F - Stage,48.868486700000005,2.3459231,Marketing / Communication
206,FULL_TIME,Product Marketing and Documentation Owner,43.679588700000004,7.2039156,Marketing / Communication
207,INTERNSHIP,Assistant Communication Digitale (H/F),48.8709753,2.3353917,Marketing / Communication
208,FULL_TIME,GAMBETTES BOX - RESPONSABLE ACQUISITION INTERNATIONALE,48.8830412,2.3478343999999995,Marketing / Communication
209,TEMPORARY,Marketing & Communications Director (CDD),48.867614399999994,2.3425828999999996,Marketing / Communication
210,APPRENTICESHIP,[Celine] Alternance- Assistant Coordination Customer Relationship Management (F/H),48.8682291,2.3079072999999997,Marketing / Communication
211,FULL_TIME,Acquisition Marketing Manager,48.8691924,2.3512678,Marketing / Communication
212,INTERNSHIP,Stage Media Parnerships & Influence Marketing,48.8718198,2.298156,Marketing / Communication
213,INTERNSHIP,Chef de projet marketing,48.9238633,2.3470027,Marketing / Communication
214,FULL_TIME,Brand Manager - Italie H/F,48.875369299999996,2.3372256,Marketing / Communication
215,FULL_TIME,Chef de projet digital,48.8744698,2.3408831,Marketing / Communication
216,APPRENTICESHIP,ASSISTANT(E) COMMUNICATION INTERNE,48.833180600000006,2.2691537,Marketing / Communication
217,APPRENTICESHIP,CHARGÉ D'ÉTUDES MARKETING SATISFACTION CLIENT H/F,48.817931099999996,2.3158662,Marketing / Communication
218,INTERNSHIP,Stage Communication & Marketing Digital,48.866569,2.3712374,Marketing / Communication
219,INTERNSHIP,[Moët Hennessy Wines & Spirits] E-Merchandising Intern,51.4975114,-0.14740620000000001,Marketing / Communication
220,FULL_TIME,Chef de projet veille et innovation BtoB,43.479954600000006,5.3674513,Marketing / Communication
221,TEMPORARY,ASSISTANT CHEF DE PROJET ANALYSES CLIENTS ,43.479954600000006,5.3674513,Marketing / Communication
222,INTERNSHIP,Stage e-commerce,48.8665766,2.3345591,Marketing / Communication
223,INTERNSHIP,Growth Hacker Internship ,48.8348228,2.3866822999999995,Marketing / Communication
224,FULL_TIME,Chef de Projet CRM,48.8741223,2.3182442,Marketing / Communication
225,INTERNSHIP,Assistant(e) e-Commerce,48.8780621,2.3410957999999997,Marketing / Communication
226,INTERNSHIP,Assistant(e) marketing & communication,48.8693441,2.3461078,Marketing / Communication
227,INTERNSHIP,Growth Hacking Internship,50.823864,4.367087000000001,Marketing / Communication
228,INTERNSHIP,Stage/alternance Chef de Projet Content Marketing,48.867863899999996,2.3612112,Marketing / Communication
229,FULL_TIME,[Moët Hennessy Diageo China] Brand Ambassador,26.4836842,117.92490020000001,Marketing / Communication
230,INTERNSHIP,Stage/alternance Chef de Projet Growth / SEO / SEM,48.867863899999996,2.3612112,Marketing / Communication
231,FULL_TIME,Responsable marketing - Brandsays,48.86987,2.3293907000000003,Marketing / Communication
232,FULL_TIME,Chief Marketing Officer - CMO,48.858789,2.3729464,Marketing / Communication
233,INTERNSHIP,Chargé(e) d'acquisition,48.8347092,2.2284442,Marketing / Communication
234,TEMPORARY,Chef de projet marketing digital confirmé,48.8744698,2.3408831,Marketing / Communication
235,APPRENTICESHIP,[Sephora SA] Alternance - Assistant chargé d'études marketing (H/F),48.8661039,2.305791,Marketing / Communication
236,FULL_TIME,Chef de Projet Marketing,48.8964425,2.2981272999999995,Marketing / Communication
237,INTERNSHIP,Chargé(e) de Marketing Digital et E-Commerce - Stage,48.8856148,2.3186047000000003,Marketing / Communication
238,INTERNSHIP,Responsable Communication Événementielle,48.8654569,2.3820249,Marketing / Communication
239,INTERNSHIP,Content marketing - Startup à fort impact social,48.8513355,2.3306131000000003,Marketing / Communication
240,APPRENTICESHIP,Traffic Manager en alternance ,50.6327114,3.0213156000000003,Marketing / Communication
241,FULL_TIME,Digital Marketing Manager BtoC,50.6327114,3.0213156000000003,Marketing / Communication
242,FULL_TIME,Responsable Marketing Digital,48.8352643,2.2856129000000003,Marketing / Communication
243,INTERNSHIP,Growth Hacker,48.8438234,2.3723829,Marketing / Communication
244,FULL_TIME,Product Manager (H/F),48.8726961,2.3482887000000003,Marketing / Communication
245,APPRENTICESHIP,[Louis Vuitton Malletier] Alternance – Assistant(e) Flow Manager Amont - Atelier Prototypes Maroquinerie,48.8661039,2.305791,Marketing / Communication
246,FULL_TIME,Product Manager (H/F),48.8726961,2.3482887000000003,Marketing / Communication
247,FULL_TIME,Online Media / Display Coordinator (H/F),48.896133500000005,2.3812061,Marketing / Communication
248,INTERNSHIP,Marketing Strategy Analyst / Customer Acquisition - Paris (75),48.874568599999996,2.3376217,Marketing / Communication
249,FULL_TIME,Directeur(trice) Marketing,48.871620799999995,2.3477646,Marketing / Communication
250,INTERNSHIP,Stage Community Manager,48.865992299999995,2.3282109,Marketing / Communication
251,FULL_TIME,Head of Digital Marketing,48.86453579999999,2.3641092999999995,Marketing / Communication
252,FULL_TIME,[Parfums Christian Dior Switzerland] Trade and Digital Manager 100% (w/m),47.3838037,8.492139,Marketing / Communication
